# Table S2. List of the probable timing errors,,,,,,,,,,
# Station code,Pair ID,CC,dt residual (s),dt measurement (s),Correction for instrument change (s),Prediction from relative relocation (s),"""Timing quality"" of the earlier event","""Timing quality"" of the later event","""GSN timing"" of the earlier event","""GSN timing"" of the later event"
KZ.KUR19,2007255_2007335,0.972,-0.1923,0.001,0,0.1933,N/A,N/A,N/A,N/A
KZ.KUR19,2007257_2008091,0.987,-0.1209,-1.820,0,-1.6991,N/A,N/A,N/A,N/A
KZ.KUR19,2007263_2007358a,0.978,-0.1709,0.369,0,0.5399,N/A,N/A,N/A,N/A
KZ.KUR19,2007265_2014260,0.974,-0.1834,1.388,0,1.5715,N/A,N/A,N/A,N/A
KZ.KUR19,2007326_2013010,0.991,0.0789,1.711,0,1.6321,N/A,N/A,N/A,N/A
KZ.KUR19,2007331_2013162,0.998,0.1520,0.473,0,0.3210,N/A,N/A,N/A,N/A
KZ.KUR19,2007341_2012108,0.998,0.0730,1.781,0,1.7081,N/A,N/A,N/A,N/A
KZ.KUR19,2007358_2011062a,0.993,0.1529,1.364,0,1.2111,N/A,N/A,N/A,N/A
KZ.KUR19,2008019_2011238,0.984,0.1173,0.239,0,0.1217,N/A,N/A,N/A,N/A
KZ.KUR19,2008065_2010272,0.997,0.0739,0.438,0,0.3641,N/A,N/A,N/A,N/A
KZ.KUR19,2008065_2012232,0.998,0.1759,1.815,0,1.6391,N/A,N/A,N/A,N/A
KZ.KUR19,2008067_2016209,0.989,0.1785,0.179,0,0.0005,N/A,N/A,N/A,N/A
KZ.KUR19,2008076_2010031,0.997,0.2008,-1.470,0,-1.6708,N/A,N/A,N/A,N/A
KZ.KUR19,2008124_2013044,0.994,-0.0731,-0.780,0,-0.7069,N/A,N/A,N/A,N/A
KZ.KUR19,2008129_2010352,0.999,-0.1253,-2.295,0,-2.1697,N/A,N/A,N/A,N/A
KZ.KUR19,2008129_2011080,0.988,0.2197,-0.478,0,-0.6977,N/A,N/A,N/A,N/A
KZ.KUR19,2008152_2011354,0.994,0.1011,-2.771,0,-2.8721,N/A,N/A,N/A,N/A
KZ.KUR19,2008152_2014016,1.000,0.1279,-1.212,0,-1.3399,N/A,N/A,N/A,N/A
KZ.KUR19,2008218_2012331,0.994,-0.2255,-2.213,0,-1.9875,N/A,N/A,N/A,N/A
KZ.KUR19,2008218_2015163,0.995,-0.1405,-2.362,0,-2.2215,N/A,N/A,N/A,N/A
KZ.KUR19,2009054_2016245,0.991,-0.2296,-1.092,0,-0.8624,N/A,N/A,N/A,N/A
KZ.KUR19,2009192_2012169,0.965,-0.0444,3.450,0,3.4944,N/A,N/A,N/A,N/A
KZ.KUR19,2009206_2012223,0.997,0.1524,4.098,0,3.9456,N/A,N/A,N/A,N/A
KZ.KUR19,2009342_2014136,0.965,-0.2270,1.627,0,1.8540,N/A,N/A,N/A,N/A
KZ.KUR19,2010194_2013323,0.986,0.1254,3.903,0,3.7776,N/A,N/A,N/A,N/A
KZ.KUR19,2010272_2012232,0.997,0.1012,1.377,0,1.2758,N/A,N/A,N/A,N/A
KZ.KUR19,2010273_2015203,0.998,0.0513,3.369,0,3.3177,N/A,N/A,N/A,N/A
KZ.KUR19,2010357_2013119,0.948,-0.1042,-1.169,0,-1.0648,N/A,N/A,N/A,N/A
KZ.KUR19,2011059_2017127,0.957,0.1418,0.988,0,0.8463,N/A,N/A,N/A,N/A
KZ.KUR19,2011141_2017050,0.989,0.1561,-1.418,0,-1.5741,N/A,N/A,N/A,N/A
KZ.KUR19,2011326_2014043,0.971,-0.0471,-0.892,0,-0.8449,N/A,N/A,N/A,N/A
KZ.KUR19,2012141_2015162,0.982,0.0497,0.002,0,-0.0477,N/A,N/A,N/A,N/A
KZ.KUR19,2012326_2013329,0.987,0.0305,-1.531,0,-1.5615,N/A,N/A,N/A,N/A
KZ.KUR19,2012331_2015163,0.992,0.0756,-0.148,0,-0.2236,N/A,N/A,N/A,N/A
KZ.KUR19,2013010_2014038,0.998,-0.0503,-0.269,0,-0.2187,N/A,N/A,N/A,N/A
KZ.KUR20,2007110_2016270,0.995,0.1751,-0.216,0,-0.3911,N/A,N/A,N/A,N/A
KZ.KUR20,2007115_2010025,0.994,0.0758,-4.971,0,-5.0468,N/A,N/A,N/A,N/A
KZ.KUR20,2007175_2010352,0.999,-0.0989,-3.117,0,-3.0181,N/A,N/A,N/A,N/A
KZ.KUR20,2007199_2012211,0.987,0.0778,-3.649,0,-3.7268,N/A,N/A,N/A,N/A
KZ.KUR20,2007220_2013064,0.995,-0.0793,-0.608,0,-0.5287,N/A,N/A,N/A,N/A
KZ.KUR20,2007255_2007335,0.965,-0.2003,-0.007,0,0.1933,N/A,N/A,N/A,N/A
KZ.KUR20,2007257_2008091,0.991,-0.1199,-1.819,0,-1.6991,N/A,N/A,N/A,N/A
KZ.KUR20,2007263_2007358a,0.972,-0.1719,0.368,0,0.5399,N/A,N/A,N/A,N/A
KZ.KUR20,2007265_2014260,0.976,-0.1745,1.397,0,1.5715,N/A,N/A,N/A,N/A
KZ.KUR20,2007326_2013010,0.993,0.0779,1.710,0,1.6321,N/A,N/A,N/A,N/A
KZ.KUR20,2007331_2013162,0.998,0.1500,0.471,0,0.3210,N/A,N/A,N/A,N/A
KZ.KUR20,2007341_2012108,0.996,0.0720,1.780,0,1.7081,N/A,N/A,N/A,N/A
KZ.KUR20,2007358_2011062a,0.990,0.1539,1.365,0,1.2111,N/A,N/A,N/A,N/A
KZ.KUR20,2008019_2011238,0.981,0.1243,0.246,0,0.1217,N/A,N/A,N/A,N/A
KZ.KUR20,2008065_2010272,0.998,0.0739,0.438,0,0.3641,N/A,N/A,N/A,N/A
KZ.KUR20,2008065_2012232,0.998,0.1729,1.812,0,1.6391,N/A,N/A,N/A,N/A
KZ.KUR20,2008067_2016209,0.993,0.1755,0.176,0,0.0005,N/A,N/A,N/A,N/A
KZ.KUR20,2008076_2010031,0.997,0.1998,-1.471,0,-1.6708,N/A,N/A,N/A,N/A
KZ.KUR20,2008124_2013044,0.996,-0.0751,-0.782,0,-0.7069,N/A,N/A,N/A,N/A
KZ.KUR20,2008129_2010352,0.999,-0.1263,-2.296,0,-2.1697,N/A,N/A,N/A,N/A
KZ.KUR20,2008129_2011080,0.991,0.2247,-0.473,0,-0.6977,N/A,N/A,N/A,N/A
KZ.KUR20,2008152_2011354,0.996,0.1021,-2.770,0,-2.8721,N/A,N/A,N/A,N/A
KZ.KUR20,2008152_2014016,1.000,0.1279,-1.212,0,-1.3399,N/A,N/A,N/A,N/A
KZ.KUR20,2008218_2012331,0.991,-0.2265,-2.214,0,-1.9875,N/A,N/A,N/A,N/A
KZ.KUR20,2008218_2015163,0.994,-0.1395,-2.361,0,-2.2215,N/A,N/A,N/A,N/A
KZ.KUR20,2009054_2016245,0.994,-0.2286,-1.091,0,-0.8624,N/A,N/A,N/A,N/A
KZ.KUR20,2009104_2015179,0.923,0.1586,-0.494,0,-0.6526,N/A,N/A,N/A,N/A
KZ.KUR20,2009192_2012169,0.951,-0.0474,3.447,0,3.4944,N/A,N/A,N/A,N/A
KZ.KUR20,2009206_2012223,0.998,0.1504,4.096,0,3.9456,N/A,N/A,N/A,N/A
KZ.KUR20,2009342_2014136,0.955,-0.2340,1.620,0,1.8540,N/A,N/A,N/A,N/A
KZ.KUR20,2010070_2011206,0.988,0.0566,0.895,0,0.8384,N/A,N/A,N/A,N/A
KZ.KUR20,2010194_2013323,0.986,0.1234,3.901,0,3.7776,N/A,N/A,N/A,N/A
KZ.KUR20,2010272_2012232,0.997,0.0992,1.375,0,1.2758,N/A,N/A,N/A,N/A
KZ.KUR20,2010273_2015203,0.998,0.0503,3.368,0,3.3177,N/A,N/A,N/A,N/A
KZ.KUR20,2010357_2013119,0.946,-0.1032,-1.168,0,-1.0648,N/A,N/A,N/A,N/A
KZ.KUR20,2011141_2017050,0.994,0.1571,-1.417,0,-1.5741,N/A,N/A,N/A,N/A
KZ.KUR20,2011326_2014043,0.982,-0.0461,-0.891,0,-0.8449,N/A,N/A,N/A,N/A
KZ.KUR20,2012141_2015162,0.982,0.0527,0.005,0,-0.0477,N/A,N/A,N/A,N/A
KZ.KUR20,2012326_2013329,0.988,0.0335,-1.528,0,-1.5616,N/A,N/A,N/A,N/A
KZ.KUR20,2012331_2015163,0.991,0.0756,-0.148,0,-0.2236,N/A,N/A,N/A,N/A
KZ.KUR20,2013010_2014038,0.998,-0.0493,-0.268,0,-0.2187,N/A,N/A,N/A,N/A
KZ.KUR21,2007110_2011125,0.983,0.0480,-6.244,0,-6.2920,N/A,N/A,N/A,N/A
KZ.KUR21,2007110_2016270,0.991,0.1731,-0.218,0,-0.3911,N/A,N/A,N/A,N/A
KZ.KUR21,2007115_2010025,0.979,0.0718,-4.975,0,-5.0468,N/A,N/A,N/A,N/A
KZ.KUR21,2007175_2010352,0.992,-0.0999,-3.118,0,-3.0181,N/A,N/A,N/A,N/A
KZ.KUR21,2007175_2016353,0.988,-0.0610,-2.557,0,-2.4961,N/A,N/A,N/A,N/A
KZ.KUR21,2007199_2012211,0.981,0.0728,-3.654,0,-3.7268,N/A,N/A,N/A,N/A
KZ.KUR21,2007220_2013064,0.989,-0.0803,-0.609,0,-0.5287,N/A,N/A,N/A,N/A
KZ.KUR21,2007255_2007335,0.970,-0.2054,-0.012,0,0.1934,N/A,N/A,N/A,N/A
KZ.KUR21,2007257_2008091,0.988,-0.1219,-1.821,0,-1.6991,N/A,N/A,N/A,N/A
KZ.KUR21,2007263_2007358a,0.975,-0.1719,0.368,0,0.5399,N/A,N/A,N/A,N/A
KZ.KUR21,2007331_2013162,0.997,0.1510,0.472,0,0.3210,N/A,N/A,N/A,N/A
KZ.KUR21,2007341_2012108,0.998,0.0729,1.781,0,1.7081,N/A,N/A,N/A,N/A
KZ.KUR21,2007358_2011062a,0.992,0.1529,1.364,0,1.2111,N/A,N/A,N/A,N/A
KZ.KUR21,2008019_2011238,0.973,0.1181,0.240,0,0.1219,N/A,N/A,N/A,N/A
KZ.KUR21,2008065_2010272,0.995,0.0768,0.441,0,0.3642,N/A,N/A,N/A,N/A
KZ.KUR21,2008065_2012232,0.998,0.1759,1.815,0,1.6391,N/A,N/A,N/A,N/A
KZ.KUR21,2008067_2016209,0.992,0.1785,0.179,0,0.0005,N/A,N/A,N/A,N/A
KZ.KUR21,2008076_2010031,0.996,0.1998,-1.471,0,-1.6708,N/A,N/A,N/A,N/A
KZ.KUR21,2008122_2011056,0.984,0.0500,0.559,0,0.5090,N/A,N/A,N/A,N/A
KZ.KUR21,2008129_2010352,0.994,-0.1253,-2.295,0,-2.1697,N/A,N/A,N/A,N/A
KZ.KUR21,2008129_2011080,0.988,0.1997,-0.498,0,-0.6977,N/A,N/A,N/A,N/A
KZ.KUR21,2008129_2016353,0.992,-0.0924,-1.734,0,-1.6416,N/A,N/A,N/A,N/A
KZ.KUR21,2008152_2011122,0.996,-0.1238,-0.693,0,-0.5692,N/A,N/A,N/A,N/A
KZ.KUR21,2008152_2011354,0.993,0.1011,-2.771,0,-2.8721,N/A,N/A,N/A,N/A
KZ.KUR21,2008152_2014016,0.999,0.1289,-1.211,0,-1.3399,N/A,N/A,N/A,N/A
KZ.KUR21,2008218_2012331,0.991,-0.2274,-2.215,0,-1.9876,N/A,N/A,N/A,N/A
KZ.KUR21,2008218_2015163,0.993,-0.1415,-2.363,0,-2.2215,N/A,N/A,N/A,N/A
KZ.KUR21,2009192_2012169,0.931,-0.0494,3.445,0,3.4944,N/A,N/A,N/A,N/A
KZ.KUR21,2009206_2012223,0.996,0.1514,4.097,0,3.9456,N/A,N/A,N/A,N/A
KZ.KUR21,2010064_2010109,0.968,0.0730,1.303,0,1.2300,N/A,N/A,N/A,N/A
KZ.KUR21,2010194_2013323,0.974,0.1224,3.900,0,3.7776,N/A,N/A,N/A,N/A
KZ.KUR21,2010272_2012232,0.996,0.0992,1.375,0,1.2758,N/A,N/A,N/A,N/A
KZ.KUR21,2010273_2015203,0.996,0.0513,3.369,0,3.3177,N/A,N/A,N/A,N/A
KZ.KUR21,2010357_2013119,0.945,-0.0992,-1.164,0,-1.0648,N/A,N/A,N/A,N/A
KZ.KUR21,2011059_2017127,0.952,0.1398,0.986,0,0.8462,N/A,N/A,N/A,N/A
KZ.KUR21,2011119_2011205,0.986,0.0819,0.251,0,0.1691,N/A,N/A,N/A,N/A
KZ.KUR21,2011122_2011354,0.999,0.2225,-2.078,0,-2.3005,N/A,N/A,N/A,N/A
KZ.KUR21,2011122_2014016,0.996,0.2534,-0.518,0,-0.7714,N/A,N/A,N/A,N/A
KZ.KUR21,2011326_2014043,0.959,-0.0481,-0.893,0,-0.8449,N/A,N/A,N/A,N/A
KZ.KUR21,2012141_2015162,0.980,0.0607,0.013,0,-0.0477,N/A,N/A,N/A,N/A
KZ.KUR21,2012326_2013329,0.989,0.0345,-1.527,0,-1.5615,N/A,N/A,N/A,N/A
KZ.KUR21,2012331_2015163,0.993,0.0746,-0.149,0,-0.2236,N/A,N/A,N/A,N/A
KZ.KURK,1999275_2010199,0.969,-0.2373,0.202,0,0.4393,N/A,N/A,N/A,N/A
KZ.KURK,2000050_2010054,0.991,-0.1329,-2.161,0,-2.0281,N/A,N/A,N/A,N/A
KZ.KURK,2001111_2008006,0.980,-0.2114,4.641,0,4.8524,N/A,N/A,N/A,N/A
KZ.KURK,2001127_2007220,0.994,-0.2589,-0.775,0,-0.5161,N/A,N/A,N/A,N/A
KZ.KURK,2001127_2013064,0.993,-0.2966,-1.347,0,-1.0504,N/A,N/A,N/A,N/A
KZ.KURK,2001134_2012237,0.907,-0.0921,1.584,0,1.6762,N/A,N/A,N/A,N/A
KZ.KURK,2001277_2011211,0.974,-0.1905,-0.601,0,-0.4105,N/A,N/A,N/A,N/A
KZ.KURK,2001299_2014164,0.984,-0.0953,-3.981,0,-3.8857,N/A,N/A,N/A,N/A
KZ.KURK,2001310_2014141,0.985,-0.1210,1.018,0,1.1390,N/A,N/A,N/A,N/A
KZ.KURK,2002048_2007199,0.991,-0.2026,-1.105,0,-0.9024,N/A,N/A,N/A,N/A
KZ.KURK,2002101_2008152,0.996,-0.3225,-1.974,0,-1.6515,N/A,N/A,N/A,N/A
KZ.KURK,2002101_2011122,0.998,-0.3656,-2.588,0,-2.2224,N/A,N/A,N/A,N/A
KZ.KURK,2002101_2011354,0.998,-0.0938,-4.619,0,-4.5252,N/A,N/A,N/A,N/A
KZ.KURK,2002101_2014016,0.996,-0.0458,-3.034,0,-2.9883,N/A,N/A,N/A,N/A
KZ.KURK,2002129_2011053,0.975,-0.1356,0.427,0,0.5626,N/A,N/A,N/A,N/A
KZ.KURK,2004076_2015183,0.942,0.1005,-1.859,0,-1.9595,N/A,N/A,N/A,N/A
KZ.KURK,2004252_2012324,0.978,-0.0798,0.986,0,1.0658,N/A,N/A,N/A,N/A
KZ.KURK,2004254_2010014,0.999,-0.2070,-0.946,0,-0.7390,N/A,N/A,N/A,N/A
KZ.KURK,2004283_2009304,0.963,-0.0804,0.196,0,0.2764,N/A,N/A,N/A,N/A
KZ.KURK,2004283_2015197,0.983,0.3106,4.312,0,4.0015,N/A,N/A,N/A,N/A
KZ.KURK,2004283_2017341,0.988,-0.0565,1.452,0,1.5085,N/A,N/A,N/A,N/A
KZ.KURK,2004315_2010199,0.995,0.0542,3.749,0,3.6948,N/A,N/A,N/A,N/A
KZ.KURK,2005029_2005277,0.984,0.0920,-2.095,0,-2.1871,N/A,N/A,N/A,N/A
KZ.KURK,2005031_2009066,0.986,-0.0864,-1.405,0,-1.3186,N/A,N/A,N/A,N/A
KZ.KURK,2005037_2008218,0.997,-0.0947,-0.398,0,-0.3033,N/A,N/A,N/A,N/A
KZ.KURK,2005037_2012331,0.997,-0.1725,-2.463,0,-2.2905,N/A,N/A,N/A,N/A
KZ.KURK,2005037_2015163,0.996,0.1032,-2.413,0,-2.5162,N/A,N/A,N/A,N/A
KZ.KURK,2005044_2010273,0.994,-0.1921,-0.954,0,-0.7619,N/A,N/A,N/A,N/A
KZ.KURK,2005044_2015203,0.991,0.0377,2.589,0,2.5513,N/A,N/A,N/A,N/A
KZ.KURK,2005071_2007175,0.992,0.0711,3.529,0,3.4579,N/A,N/A,N/A,N/A
KZ.KURK,2005071_2008129,0.995,0.2563,2.867,0,2.6107,N/A,N/A,N/A,N/A
KZ.KURK,2005087_2006102,0.994,0.1099,-0.807,0,-0.9169,N/A,N/A,N/A,N/A
KZ.KURK,2005225_2011051,0.994,0.1751,-0.991,0,-1.1661,N/A,N/A,N/A,N/A
KZ.KURK,2005244_2006075,0.999,0.3164,-2.473,0,-2.7894,N/A,N/A,N/A,N/A
KZ.KURK,2005244_2006343,0.991,0.1623,-0.241,0,-0.4033,N/A,N/A,N/A,N/A
KZ.KURK,2005244_2010272,0.978,0.1127,-2.854,0,-2.9667,N/A,N/A,N/A,N/A
KZ.KURK,2005244_2015189,0.994,0.3159,-1.498,0,-1.8139,N/A,N/A,N/A,N/A
KZ.KURK,2005289_2016199,0.978,0.0406,-0.402,0,-0.4426,N/A,N/A,N/A,N/A
KZ.KURK,2006057_2008005,0.987,-0.0527,-2.631,0,-2.5783,N/A,N/A,N/A,N/A
KZ.KURK,2006075_2008065,0.987,-0.2830,-0.824,0,-0.5410,N/A,N/A,N/A,N/A
KZ.KURK,2006109_2017186,0.915,0.0432,-3.837,0,-3.8802,N/A,N/A,N/A,N/A
KZ.KURK,2006137_2010204,0.995,-0.1933,0.062,0,0.2553,N/A,N/A,N/A,N/A
KZ.KURK,2006214_2013119,0.951,0.2274,-0.340,0,-0.5674,N/A,N/A,N/A,N/A
KZ.KURK,2006214_2015128,0.993,0.4226,0.630,0,0.2074,N/A,N/A,N/A,N/A
KZ.KURK,2006312_2008231,0.990,0.0629,0.004,0,-0.0589,N/A,N/A,N/A,N/A
KZ.KURK,2006321_2015132,0.993,0.0419,0.503,0,0.4611,N/A,N/A,N/A,N/A
KZ.KURK,2006343_2010272,0.996,-0.0504,-2.612,0,-2.5617,N/A,N/A,N/A,N/A
KZ.KURK,2006343_2012232,0.997,0.1338,-1.152,0,-1.2858,N/A,N/A,N/A,N/A
KZ.KURK,2006343_2015189,0.997,0.1531,-1.257,0,-1.4101,N/A,N/A,N/A,N/A
KZ.KURK,2006347_2008063,0.989,-0.0936,-0.583,0,-0.4894,N/A,N/A,N/A,N/A
KZ.KURK,2007110_2011125,0.978,0.1810,-6.111,0,-6.2920,N/A,N/A,N/A,N/A
KZ.KURK,2007110_2016270,0.993,0.2961,-0.095,0,-0.3911,N/A,N/A,N/A,N/A
KZ.KURK,2007115_2010025,0.975,0.0998,-4.947,0,-5.0468,N/A,N/A,N/A,N/A
KZ.KURK,2007174_2014053,0.968,0.0952,3.792,0,3.6968,N/A,N/A,N/A,N/A
KZ.KURK,2007175_2008129,0.999,0.1858,-0.662,0,-0.8478,N/A,N/A,N/A,N/A
KZ.KURK,2007175_2016353,0.989,-0.0420,-2.538,0,-2.4960,N/A,N/A,N/A,N/A
KZ.KURK,2007220_2013064,0.990,-0.0423,-0.571,0,-0.5287,N/A,N/A,N/A,N/A
KZ.KURK,2007255_2007335,0.971,-0.0444,0.149,0,0.1934,N/A,N/A,N/A,N/A
KZ.KURK,2007256_2008206,0.992,-0.2093,-4.480,0,-4.2707,N/A,N/A,N/A,N/A
KZ.KURK,2007256_2008300,0.987,-0.1420,-1.686,0,-1.5440,N/A,N/A,N/A,N/A
KZ.KURK,2007257_2008091,0.992,-0.2579,-1.957,0,-1.6991,N/A,N/A,N/A,N/A
KZ.KURK,2007263_2007358a,0.977,-0.2839,0.256,0,0.5399,N/A,N/A,N/A,N/A
KZ.KURK,2007263_2011062,0.973,-0.0863,1.655,0,1.7413,N/A,N/A,N/A,N/A
KZ.KURK,2007278_2012088,0.997,0.0305,2.891,0,2.8605,N/A,N/A,N/A,N/A
KZ.KURK,2007330_2014168,0.993,0.1589,0.002,0,-0.1569,N/A,N/A,N/A,N/A
KZ.KURK,2007331_2013162,0.998,0.1730,0.494,0,0.3210,N/A,N/A,N/A,N/A
KZ.KURK,2007341_2012108,0.998,0.1559,1.864,0,1.7081,N/A,N/A,N/A,N/A
KZ.KURK,2007358_2011062a,0.994,0.1849,1.396,0,1.2111,N/A,N/A,N/A,N/A
KZ.KURK,2008005_2012157,0.991,0.2687,0.413,0,0.1443,N/A,N/A,N/A,N/A
KZ.KURK,2008006_2013234,0.991,-0.0320,-4.202,0,-4.1700,N/A,N/A,N/A,N/A
KZ.KURK,2008019_2011238,0.989,0.0470,0.169,0,0.1220,N/A,N/A,N/A,N/A
KZ.KURK,2008053_2017186,0.924,-0.0640,0.045,0,0.1090,N/A,N/A,N/A,N/A
KZ.KURK,2008059_2012306,0.990,0.1531,0.102,0,-0.0511,N/A,N/A,N/A,N/A
KZ.KURK,2008065_2010272,0.998,0.0798,0.444,0,0.3642,N/A,N/A,N/A,N/A
KZ.KURK,2008065_2012232,0.998,0.2649,1.904,0,1.6391,N/A,N/A,N/A,N/A
KZ.KURK,2008067_2016209,0.993,0.0985,0.099,0,0.0005,N/A,N/A,N/A,N/A
KZ.KURK,2008076_2010031,0.998,0.2248,-1.446,0,-1.6708,N/A,N/A,N/A,N/A
KZ.KURK,2008122_2011056,0.988,-0.1860,0.323,0,0.5090,N/A,N/A,N/A,N/A
KZ.KURK,2008129_2011080,0.991,0.0317,-0.666,0,-0.6977,N/A,N/A,N/A,N/A
KZ.KURK,2008129_2016353,0.993,-0.2344,-1.876,0,-1.6416,N/A,N/A,N/A,N/A
KZ.KURK,2008152_2011122,0.997,-0.0448,-0.614,0,-0.5692,N/A,N/A,N/A,N/A
KZ.KURK,2008152_2011354,0.996,0.2271,-2.645,0,-2.8721,N/A,N/A,N/A,N/A
KZ.KURK,2008152_2014016,1.000,0.2799,-1.060,0,-1.3399,N/A,N/A,N/A,N/A
KZ.KURK,2008218_2012331,0.995,-0.0774,-2.065,0,-1.9876,N/A,N/A,N/A,N/A
KZ.KURK,2008218_2015163,0.997,0.2066,-2.015,0,-2.2216,N/A,N/A,N/A,N/A
KZ.KURK,2008231_2017126,0.984,-0.2737,0.166,0,0.4397,N/A,N/A,N/A,N/A
KZ.KURK,2008235_2015218,0.992,0.2196,-0.355,0,-0.5746,N/A,N/A,N/A,N/A
KZ.KURK,2008310_2017139,0.956,0.0570,1.627,0,1.5700,N/A,N/A,N/A,N/A
KZ.KURK,2009054_2016245,0.994,-0.1396,-1.002,0,-0.8624,N/A,N/A,N/A,N/A
KZ.KURK,2009342_2014136,0.981,-0.2260,1.628,0,1.8541,N/A,N/A,N/A,N/A
KZ.KURK,2010028_2015132,0.990,0.0564,1.591,0,1.5346,N/A,N/A,N/A,N/A
KZ.KURK,2010064_2010109,0.964,0.0750,1.305,0,1.2300,N/A,N/A,N/A,N/A
KZ.KURK,2010078_2015198,0.960,0.2032,-2.590,0,-2.7932,N/A,N/A,N/A,N/A
KZ.KURK,2010194_2013323,0.981,-0.0306,3.747,0,3.7776,N/A,N/A,N/A,N/A
KZ.KURK,2010272_2012232,0.998,0.1842,1.460,0,1.2758,N/A,N/A,N/A,N/A
KZ.KURK,2010273_2015203,0.998,0.2263,3.544,0,3.3177,N/A,N/A,N/A,N/A
KZ.KURK,2010357_2013119,0.943,-0.1642,-1.229,0,-1.0648,N/A,N/A,N/A,N/A
KZ.KURK,2011059_2017127,0.905,0.0387,0.885,0,0.8463,N/A,N/A,N/A,N/A
KZ.KURK,2011119_2011205,0.987,0.1770,0.346,0,0.1690,N/A,N/A,N/A,N/A
KZ.KURK,2011122_2011354,0.999,0.2695,-2.031,0,-2.3005,N/A,N/A,N/A,N/A
KZ.KURK,2011122_2014016,0.997,0.3254,-0.446,0,-0.7714,N/A,N/A,N/A,N/A
KZ.KURK,2011326_2014043,0.954,-0.0581,-0.903,0,-0.8449,N/A,N/A,N/A,N/A
KZ.KURK,2011354_2014016,0.995,0.0542,1.585,0,1.5309,N/A,N/A,N/A,N/A
KZ.KURK,2012023_2014039,0.989,0.1000,1.669,0,1.5690,N/A,N/A,N/A,N/A
KZ.KURK,2012023_2015135,0.994,0.1210,3.592,0,3.4710,N/A,N/A,N/A,N/A
KZ.KURK,2012141_2015162,0.984,0.1217,0.074,0,-0.0477,N/A,N/A,N/A,N/A
KZ.KURK,2012326_2013329,0.990,0.1756,-1.386,0,-1.5616,N/A,N/A,N/A,N/A
KZ.KURK,2012331_2015163,0.996,0.2737,0.050,0,-0.2237,N/A,N/A,N/A,N/A
KZ.MAKZ,1999249_2014102,0.950,-0.0981,4.650,0,4.7481,N/A,N/A,N/A,N/A
KZ.MAKZ,1999249_2014116,0.952,-0.1780,1.298,0,1.4760,N/A,N/A,N/A,N/A
KZ.MAKZ,2000055_2002233,0.972,-6.6770,-4.734,0,1.9430,N/A,N/A,N/A,N/A
KZ.MAKZ,2000076_2014101,0.972,-0.0688,1.084,0,1.1528,N/A,N/A,N/A,N/A
KZ.MAKZ,2000216_2016123,0.983,0.0500,0.933,0,0.8830,N/A,N/A,N/A,N/A
KZ.MAKZ,2001127_2013064,0.994,-0.2504,-1.301,0,-1.0506,N/A,N/A,N/A,N/A
KZ.MAKZ,2001310_2014141,0.980,-0.0371,1.102,0,1.1391,N/A,N/A,N/A,N/A
KZ.MAKZ,2002006_2011260,0.995,-0.0752,-4.053,0,-3.9778,N/A,N/A,N/A,N/A
KZ.MAKZ,2002101_2011122,0.998,-0.1772,-2.399,0,-2.2218,N/A,N/A,N/A,N/A
KZ.MAKZ,2002101_2011354,0.997,0.0691,-4.456,0,-4.5251,N/A,N/A,N/A,N/A
KZ.MAKZ,2002101_2014016,0.997,0.0480,-2.940,0,-2.9880,N/A,N/A,N/A,N/A
KZ.MAKZ,2002129_2011053,0.983,0.0484,0.611,0,0.5626,N/A,N/A,N/A,N/A
KZ.MAKZ,2002248_2017312,0.998,-0.2151,-0.044,0,0.1711,N/A,N/A,N/A,N/A
KZ.MAKZ,2011059_2017127,0.921,0.1220,0.968,0,0.8460,N/A,N/A,N/A,N/A
KZ.MAKZ,2011119_2011205,0.987,0.0750,0.246,0,0.1710,N/A,N/A,N/A,N/A
KZ.MAKZ,2011122_2011354,0.998,0.2440,-2.057,0,-2.3010,N/A,N/A,N/A,N/A
KZ.MAKZ,2011122_2014016,0.997,0.2296,-0.542,0,-0.7716,N/A,N/A,N/A,N/A
KZ.MAKZ,2012023_2014039,0.989,0.1003,1.670,0,1.5697,N/A,N/A,N/A,N/A
KZ.MAKZ,2012023_2015135,0.994,0.1002,3.572,0,3.4718,N/A,N/A,N/A,N/A
KZ.MAKZ,2012141_2015162,0.982,0.0552,0.008,0,-0.0472,N/A,N/A,N/A,N/A
KZ.MAKZ,2014102_2014116,0.992,-0.0777,-3.350,0,-3.2723,N/A,N/A,N/A,N/A
KZ.MKAR,2001007_2009212,0.975,-5.5586,-4.064,0,1.4946,N/A,N/A,N/A,N/A
KZ.MKAR,2001009_2011148,0.993,0.1563,-0.806,0,-0.9623,N/A,N/A,N/A,N/A
KZ.MKAR,2001047_2008292,0.994,-0.0479,-6.731,0,-6.6831,N/A,N/A,N/A,N/A
KZ.MKAR,2001064_2015132,0.984,-0.0536,1.854,0,1.9076,N/A,N/A,N/A,N/A
KZ.MKAR,2001277_2011211,0.934,-0.0445,-0.456,0,-0.4115,N/A,N/A,N/A,N/A
KZ.MKAR,2001310_2014141,0.988,-0.0652,1.074,0,1.1392,N/A,N/A,N/A,N/A
KZ.MKAR,2002006_2011260,0.998,-0.1302,-4.108,0,-3.9778,N/A,N/A,N/A,N/A
KZ.MKAR,2002013_2008173,0.978,0.6797,-4.838,0,-5.5177,N/A,N/A,N/A,N/A
